id,latitude,longitude,temperature,precipitation
710,0.033333,22.55,29,8.0
711,67.1355975,20.6859936,66,9.54
712,-8.2024827,115.3874591,15,2.69
713,4.7524091,-55.0272904,94,2.14
714,-8.4114856,116.1713917,113,2.29
715,34.319658,104.562412,20,0.8
716,34.99562,103.053321,58,1.72
717,9.95114,-75.083828,43,0.69
718,-6.2366306,106.7997862,55,2.77
719,40.9765733,25.4219873,57,4.94
720,31.031933,119.659553,77,9.82
721,47.4441206,-0.5572458,31,3.56
722,8.0076463,-80.9815817,55,5.06
723,10.4818973,124.0211737,96,6.04
724,56.7155821,16.6880656,25,1.97
725,49.5178845,6.190803,62,9.81
726,61.3377349,16.0344869,38,7.14
727,43.0429124,1.9038837,66,2.45
728,39.867984,117.433236,34,5.87
729,-11.3442564,-75.5655147,115,0.69
730,34.9407863,32.9705266,67,1.9
731,46.73336,-72.56581,67,7.13
732,2.7724038,32.2880726,112,0.48
733,43.9480111,39.3104788,70,9.66
734,35.83339,102.6395,76,7.05
735,39.930131,116.373338,56,0.49
736,-20.3992407,164.5870829,115,6.05
737,22.993423,113.718807,62,7.9
738,39.0345609,-94.5521274,35,8.27
739,37.9512175,23.4910916,18,4.77
740,-32.2331548,-53.0866941,67,2.29
741,32.493989,80.101607,41,4.9
742,59.3326658,18.056792,55,3.01
743,27.246947,114.702652,28,8.42
744,22.719257,114.055261,72,2.24
745,15.3569408,120.5288453,93,1.22
746,7.5433333,149.4122222,61,9.96
747,48.4703688,24.2784263,100,3.2
748,53.3653866,-6.4887534,25,6.04
749,49.7938443,36.0269813,109,8.66
750,37.1358509,-8.4528179,84,9.06
751,41.3486394,19.8345726,28,7.39
752,30.5964923,32.2714587,72,6.52
753,52.6806269,20.6620485,84,5.07
754,30.184907,121.227926,68,6.14
755,28.0003221,-82.5889012,101,9.34
756,9.3733566,-79.7890462,24,5.02
757,34.4198488,70.4729434,45,5.04
758,46.1399991,14.9617162,47,7.14
759,33.9516114,-118.3875775,111,8.06
760,14.7596318,121.0589081,96,1.45
761,8.0693651,123.535497,82,0.19
762,10.1814384,-70.073769,86,9.78
763,36.8093284,10.0863269,78,4.01
764,35.3328119,-80.817935,69,1.27
765,29.531734,71.6445305,51,7.22
766,15.8136606,119.934653,104,3.06
767,54.2084536,72.9614362,65,8.91
768,46.524673,83.628303,48,2.86
769,35.177451,109.590671,102,9.29
770,-15.1978317,12.1575544,17,1.54
771,29.343221,106.427649,106,4.95
772,58.5355022,25.4666818,34,6.27
773,36.285616,115.147814,90,2.0
774,43.8231125,41.9106435,25,5.81
775,49.6638396,6.0744284,29,0.52
776,8.0740824,-69.3041431,22,3.16
777,8.77528,124.80222,68,9.22
778,59.3356305,18.3861127,62,0.38
779,-21.6733002,-49.7471388,28,2.34
780,6.7954977,79.8746207,59,9.13
781,15.3388555,100.1479182,64,2.24
782,9.135346,-75.2887369,84,0.59
783,47.479469,19.0544773,95,9.67
784,-34.6672811,-58.6162188,26,2.54
785,39.975999,116.317558,68,7.68
786,35.7455327,139.8831403,19,8.64
787,-7.3608928,110.1726465,104,7.95
788,35.4358216,126.7020806,98,5.43
789,24.385642,102.554313,32,7.18
790,-8.1951368,123.7992536,38,3.54
791,19.4416194,-99.2473801,89,8.32
792,-33.4488897,-70.6692655,74,4.56
793,31.04565,121.409039,60,0.34
794,35.0695474,136.7835269,109,9.01
795,16.2093368,100.3722477,110,6.66
796,14.565668,121.0317737,106,0.16
797,15.9858807,120.5721737,92,8.68
798,37.439299,-5.9885456,37,9.59
799,50.81011,-121.3246,73,7.86
800,49.4575108,18.2598032,18,2.13
801,22.541373,114.137862,98,6.75
802,45.9501067,17.2326521,24,7.21
803,-8.2538887,112.166867,35,8.22
804,8.955271,126.009711,21,4.21
805,47.6264367,34.5297956,59,3.36
806,46.00582,40.45682,96,7.37
807,-31.4834373,-64.2145666,106,9.4
808,57.0384344,54.0037032,46,2.47
809,51.114514,22.3898739,20,4.71
810,34.0556839,73.1511314,55,6.72
811,36.049805,-115.244096,44,3.05
812,38.707638,-9.197834,53,3.22
813,38.796352,-9.3311668,71,7.39
814,14.5455447,44.4087348,96,0.67
815,-23.216667,46.6666669,88,3.88
816,-7.3811967,-39.2791011,71,1.69
817,31.18248,35.69999,98,9.9
818,-20.4557393,-63.5186518,72,5.5
819,-6.924112,-79.124367,80,5.58
820,29.696108,118.315329,83,4.08
821,-3.0029841,115.9467997,79,4.19
822,50.002337,22.6516099,61,9.21
823,7.073684,124.720103,61,5.71
824,41.2263185,-8.344485,19,3.78
825,50.8441986,3.9438609,92,9.38
826,55.0614182,73.2498639,76,1.89
827,45.7631589,106.2650297,97,2.6
828,-35.229035,173.94869,77,6.31
829,12.3434106,-86.6762176,73,7.9
830,32.457509,35.227727,49,8.49
831,14.622814,-61.030174,23,5.69
832,32.095838,34.952177,107,4.57
833,-23.5586314,-51.4650904,96,7.51
834,52.8779171,21.5301636,18,2.25
835,49.9592267,20.6436082,104,1.8
836,45.9028599,3.95435,108,9.35
837,42.214405,-8.7357274,36,7.22
838,-7.1554,108.7231,44,0.54
839,49.7446959,16.9289283,43,9.59
840,49.243003,2.510652,33,2.51
841,39.2274333,-9.1706522,65,3.78
842,29.432849,110.923502,94,1.95
843,-8.5335529,115.1092099,54,9.55
844,-9.0972502,-35.5876697,83,6.21
845,-22.9941291,-51.1931385,76,0.56
846,5.742809,125.243313,67,0.72
847,20.9570351,-75.7197039,26,6.53
848,49.3559892,2.7877074,53,4.94
849,32.905305,101.755566,62,5.02
850,-10.5792295,-37.745028,115,5.49
851,-16.2382608,-44.4370606,22,4.75
852,59.2691081,17.8651957,54,5.81
853,9.0039801,-75.3645369,35,4.95
854,59.83453,15.6905435,38,9.65
855,48.9990813,1.6899473,51,7.41
856,47.395226,8.5216392,40,0.46
857,2.160693,98.4403573,25,1.84
858,14.6135888,121.0957927,76,7.78
859,34.379742,117.788836,94,8.04
860,59.3269612,13.4662133,78,8.39
861,27.5632781,68.2167517,58,8.4
862,43.8732498,-79.002342,112,4.5
863,15.01667,48.01667,54,2.21
864,23.1004248,-82.3858672,70,5.87
865,55.7039687,37.3835828,57,6.92
866,-8.4105413,115.6141801,86,0.5
867,-7.76929,114.2241895,88,1.57
868,12.4492291,98.6270628,78,8.47
869,20.5593774,-101.2049226,78,7.22
870,-10.6872332,-37.4329352,62,4.42
871,25.3462553,55.4209317,20,8.98
872,29.722611,118.339653,100,9.67
873,12.6151,125.039,88,5.11
874,39.9041999,116.4073963,109,2.3
875,-6.968354,112.475502,15,8.26
876,-7.2290752,-35.8808337,34,3.07
877,-6.7761721,111.4126837,84,7.88
878,17.7524749,120.466907,73,1.3
879,-23.2860188,-47.6790285,75,4.55
880,41.217649,123.1966721,54,9.96
881,-6.2291489,106.8548083,50,8.39
882,48.051542,114.367189,100,6.32
883,30.453667,114.872199,53,0.3
884,49.5604375,13.1979079,115,0.56
885,25.6279123,88.6331758,94,9.0
886,41.3730301,2.116796,45,6.07
887,55.8930684,37.585677,102,6.81
888,48.6138851,14.2281446,83,3.32
889,24.098959,115.264182,76,6.73
890,43.7441795,2.511999,42,4.75
891,23.764143,115.969501,34,1.88
892,-31.3540428,-64.1582003,106,0.05
893,55.6121118,51.8618714,76,5.4
894,32.897014,108.492371,18,5.19
895,-11.9007479,-40.7564002,70,1.2
896,27.7172453,85.3239605,20,9.35
897,46.07034,-72.81125,70,4.57
898,32.770894,119.745363,20,6.15
899,43.3564826,17.7458559,96,7.93
900,52.60628,18.9012899,50,0.54
901,53.532995,57.5184732,35,5.53
902,36.645169,117.364633,46,5.81
903,50.9346454,6.9331365,40,7.49
904,40.179599,112.891988,87,4.55
905,-10.507793,-40.323089,88,5.67
906,9.14586,-74.2932,85,8.9
907,60.5842246,16.5293196,88,0.3
908,60.4783655,15.3710047,91,5.16
909,46.814102,130.375062,46,3.44
910,42.1119268,44.9672863,89,6.27
911,44.7947734,-0.5339182,53,3.54
912,52.4615066,13.4346565,41,8.8
913,6.950203,80.638098,38,2.47
914,40.60624,-8.5926997,73,4.56
915,58.8995628,59.7081271,102,9.87
916,25.419319,118.993885,59,7.97
917,-35.9636265,-71.6831251,35,9.73
918,-36.6419362,-64.3204306,67,3.76
919,38.853468,121.2502,93,6.42
920,56.658933,12.87013,105,7.98
921,29.275625,110.790339,50,8.87
922,53.1762084,-105.7514651,50,2.85
923,18.8826771,-96.935003,31,7.54
924,28.188415,112.290474,103,6.91
925,5.976337,121.2234268,110,2.98
926,37.07833,115.94139,40,9.74
927,39.0277832,-94.6557914,58,2.18
928,18.932625,-70.4079274,95,1.24
929,-26.9165792,-49.0717331,40,5.57
930,13.4441631,0.5235927,82,0.77
931,-22.5284121,-43.7334089,44,5.24
932,43.5072348,-83.9638426,91,0.56
933,12.7523556,123.9719166,108,2.35
934,16.5347882,97.6032892,20,5.03
935,-7.9060665,112.5201746,72,8.02
936,-7.7351493,110.7092666,31,4.17
937,51.5101547,3.5898423,60,8.6
938,22.7458085,113.2935586,27,1.57
939,50.274287,32.9356191,81,4.09
940,-23.400962,-46.011014,114,4.27
941,39.2122525,-8.2869478,108,2.02
942,15.59861,48.18278,37,0.26
943,-6.7653704,106.7742047,59,4.45
944,5.9368109,80.5148127,87,2.88
945,45.697904,0.964671,53,2.52
946,47.23123,98.5714,18,1.84
947,41.1769352,44.8345384,115,2.07
948,51.2928924,12.4645518,25,2.95
949,-28.959987,31.751934,88,2.33
950,30.66044,120.013991,102,1.33
951,-6.8316639,39.2827032,30,7.05
952,22.656408,114.019351,88,9.92
953,40.7559095,-0.3371889,65,1.64
954,37.7213799,-25.510372,85,5.56
955,46.0733211,15.5596719,54,0.71
956,13.767897,100.5009637,34,3.77
957,17.057356,-89.151003,66,4.67
958,34.9690901,63.1443045,60,9.61
959,44.4123524,16.5814309,84,6.92
960,-8.0806,111.7084,88,3.8
961,39.0483943,139.8738552,30,7.47
962,46.2476549,13.5791749,49,0.32
963,19.3387759,-99.1497466,52,5.29
964,21.0453008,107.2776992,18,7.17
965,45.5623078,18.188947,97,8.49
966,25.0522614,-78.0430817,53,6.67
967,14.2552463,-89.8497574,43,4.17
968,39.9317949,116.4559849,46,4.73
969,31.4299792,120.096494,18,3.86
970,10.0850213,-67.9195741,80,4.87
971,48.7320309,16.905384,41,1.23
972,11.144989,123.6441498,84,1.09
973,29.606703,106.574271,30,5.12
974,27.3457474,35.7243073,82,5.45
975,-7.2906502,108.4691492,21,7.14
976,10.89732,-72.88412,114,4.76
977,29.2642495,115.3133908,45,0.92
978,22.9406641,89.445851,77,5.36
979,41.4037275,-7.8500816,115,3.03
980,39.9754634,44.5273861,64,8.88
981,59.3335257,57.2583377,105,0.7
982,-26.3374785,-60.4304186,78,4.96
983,12.8964041,8.5281613,15,4.53
984,25.852003,98.8529872,92,3.5
985,59.322194,18.0694479,79,4.16
986,-16.2162656,39.914466,97,5.99
987,16.2661738,-3.4044187,51,0.54
988,34.857149,118.07065,33,0.99
989,37.6703123,140.6062909,58,1.42
990,40.56762,65.67947,24,9.07
991,-9.9851249,124.0585732,40,2.26
992,-9.5808,118.9951,53,5.21
993,43.7441795,2.511999,60,4.3
994,6.3203695,7.4083958,41,8.04
995,-31.3927967,-64.2545133,50,1.75
996,50.877972,17.4803923,102,2.0
997,-24.5002295,-47.8448116,45,8.76
998,36.39535,36.6889,112,5.03
999,30.174004,122.039055,31,8.19
1000,47.2457073,-122.4773432,115,1.84
